id,label
3926,0.932479
3300,0.7732
8105,0.755076
7494,0.865758
8378,0.664718
2407,0.145481
181,0.984064
11130,0.770686
4753,0.699921
9310,0.96693
5850,0.650461
4154,0.00901947
11496,0.956057
5426,0.975343
8685,0.283942
7977,0.82422
2544,0.307205
4096,0.0421987
12095,0.0981041
11620,0.00153669
12018,0.00362314
9154,0.396192
5407,0.932637
3765,0.989268
8974,0.500384
7729,0.0103471
8546,0.08946
1694,0.424284
12278,0.485162
2584,0.233189
9536,0.573008
8439,0.995676
2095,0.997757
6790,0.116381
4488,0.185904
8732,0.803427
5782,0.384157
8279,0.295181
1127,0.108358
8125,0.197012
1703,0.195073
8443,0.110695
6372,0.70269
4990,0.147095
4508,0.85705
6997,0.767486
2283,0.164464
2460,0.0381438
11908,0.894558
9491,0.363807
9296,0.459053
10218,0.18219
694,0.603391
1596,0.773592
8198,0.150001
7186,0.0827183
8475,0.049678
3828,0.551249
5046,0.871194
7711,0.557504
7895,0.0795741
12051,0.8855
5594,0.984519
1369,0.897373
3737,0.307892
2927,0.484949
5578,0.182632
9228,0.0172097
7070,0.338695
879,0.913401
1407,0.554381
2591,0.0948568
3590,0.202129
9122,0.36437
2159,0.87009
4534,0.2385
1392,0.675627
6777,0.00857094
10948,0.247141
11197,0.607094
5217,0.0458132
8019,0.820203
1486,0.355461
10151,0.127143
5205,0.050568
11540,0.0424214
9649,0.96896
6744,0.751245
6188,0.915165
11283,0.961035
5326,0.57869
1125,0.118614
646,0.413822
4209,0.453226
9374,0.147034
8968,0.932977
8458,0.295761
2595,0.981887
1539,0.0429053
12194,0.00375488
1990,0.623661
1181,0.215173
10545,0.0134935
2282,0.368362
7419,0.114482
7701,0.163674
1305,0.239153
2877,0.562798
2849,0.130638
11707,0.268297
11063,0.394077
5875,0.880566
1025,0.13388
7201,0.43737
10613,0.135805
7642,0.831954
528,0.9594
452,0.229884
10756,0.765697
6171,0.0868925
9801,0.950713
8401,0.0499294
3644,0.593371
10248,0.290437
6373,0.652561
2114,0.232405
3298,0.950554
11052,0.166945
6895,0.058986
8831,0.703013
3575,0.0882493
10280,0.249225
5370,0.938393
4718,0.994545
11470,0.997037
8216,0.817586
2880,0.737632
8126,0.51669
6422,0.5281
199,0.996552
10712,0.916746
11424,0.27701
7676,0.0888672
5883,0.959684
3872,0.0443978
4163,0.0736244
3563,0.993291
4082,0.351467
4239,0.713273
6907,0.997633
5486,0.208323
10332,0.998364
12193,0.567636
5387,0.376312
9315,0.936863
8723,0.144681
12402,0.0331263
7096,0.490881
7572,0.865644
12203,0.160972
4401,0.874217
9874,0.116171
9305,0.135636
11218,0.594571
12029,0.0946117
11905,0.0184584
8845,0.147302
9349,0.0704655
5987,0.0329819
2021,0.0516086
875,0.565394
6720,0.824065
1536,0.876413
4856,0.778716
184,0.709525
8294,0.185555
5586,0.612909
2884,0.0624381
5595,0.927967
3839,0.128156
8432,0.144119
5060,0.114057
9415,0.943133
429,0.88124
9309,0.114685
3842,0.0120884
10216,0.310352
4481,0.232618
659,0.931083
9329,0.0298677
4912,0.670043
3319,0.710157
1936,0.670445
1971,0.160737
12438,0.862473
1547,0.168924
6213,0.109931
7918,0.766641
7116,0.809769
5855,0.935025
11740,0.338835
11600,0.831261
11269,0.828402
3848,0.237028
10945,0.0710463
9170,0.85862
6264,0.499422
9533,0.999055
4083,0.930831
9779,0.961299
7043,0.876039
1620,0.853141
6547,0.123732
1801,0.958552
5990,0.840479
4729,0.0912091
12474,0.0463118
3483,0.0175225
9115,0.64145
1778,0.187214
8344,0.961228
7737,0.340257
10918,0.6729
1489,0.0234034
8041,0.0329926
3767,0.126624
5985,0.987243
8932,0.258043
5371,0.968973
10940,0.243533
9647,0.982817
10481,0.262628
5924,0.939598
156,0.31258
5892,0.959462
10064,0.620064
6462,0.651933
10082,0.739015
3060,0.487048
12122,0.372693
6749,0.58322
9735,0.0127476
2061,0.238144
5816,0.237649
3375,0.628624
4857,0.762128
11608,0.168069
10267,0.285641
1648,0.0199655
10732,0.734291
11821,0.494521
2612,0.782322
3152,0.653702
4998,0.159452
9600,0.628883
11593,0.250905
5603,0.103879
9243,0.725506
9217,0.953398
187,0.0381133
821,0.933797
7816,0.853945
9348,0.423184
2968,0.0308741
3979,0.978
632,0.949166
2113,0.254933
5133,0.246758
8310,0.985237
10870,0.890832
9281,0.923322
904,0.975295
6470,0.101072
2469,0.876978
6694,0.474313
2326,0.537358
7536,0.360907
11531,0.000104769
5236,0.998354
3555,0.0810006
8377,0.00803674
6180,0.819374
5063,0.945008
9432,0.227464
2998,0.975008
869,0.913222
9337,0.616011
6796,0.891738
1468,0.983251
8520,0.00648591
10405,0.00369348
226,0.335461
5286,0.63886
3781,0.216173
329,0.0336117
536,0.223417
7431,0.9971
5522,0.69514
8979,0.139046
1833,0.163543
11641,0.0774448
9303,0.466434
8053,0.767022
9063,0.224476
10055,0.995526
9765,0.898551
2184,0.774971
730,0.464575
3860,0.977224
10589,0.0997994
4747,0.106728
10533,0.0113906
3983,0.280596
2098,0.2769
8613,0.927536
9391,0.129335
9877,0.0849388
2534,0.192931
7306,0.73877
582,0.982126
7983,0.0943451
385,0.123014
11852,0.905165
8770,0.0524807
8188,0.060587
9218,0.870096
8728,0.845773
2525,0.116219
2154,0.396179
294,0.445711
10189,0.917984
7433,0.0206435
9410,0.943673
365,0.111723
6437,0.618628
8524,0.480025
1587,0.917391
5607,0.360787
8400,0.135493
4032,0.11442
1223,0.608697
11757,0.802372
9381,0.553422
8799,0.78213
1332,0.977551
3719,0.976532
6381,0.543967
718,0.922519
4371,0.253991
9397,0.548108
3427,0.300997
3493,0.0852064
8582,0.0188276
4723,0.934078
5439,0.119561
5047,0.826811
4873,0.968369
8121,0.438719
4500,0.382297
1538,0.897345
10725,0.819597
895,0.281567
437,0.42736
9747,0.940511
11710,0.409472
1401,0.912713
4827,0.27575
8983,0.96764
440,0.312991
7808,0.0228656
7875,0.190623
10736,0.438848
10597,0.0318258
9429,0.374126
11411,0.437734
9330,0.283357
5219,0.247685
4152,0.794941
5086,0.0493511
9095,0.783458
5231,0.521479
8442,0.808518
10426,0.00794058
4422,0.994626
3094,0.941176
8847,0.993965
1276,0.825062
6329,0.1109
7266,0.00989897
3603,0.0467977
1860,0.390753
2118,0.613594
7256,0.991368
2736,0.130018
1513,0.826487
2187,0.0296711
9048,0.106387
12264,0.904003
6748,0.580258
8794,0.52006
11298,0.0490769
5619,0.505597
6646,0.954336
4538,0.574939
2810,0.577894
10454,0.0414
2874,0.0288352
5950,0.455193
4557,0.0916484
1465,0.0328113
7709,0.546993
10998,0.742581
9686,0.582804
5597,0.878665
7591,0.142205
3047,0.813492
7976,0.0494907
4562,0.792141
4189,0.0129631
9847,0.9348
5134,0.150738
2007,0.747769
6952,0.738776
1241,0.862519
11376,0.00309194
11759,0.306343
439,0.836678
1746,0.958733
12301,0.041939
9328,0.112021
512,0.032654
5038,0.00852139
11617,0.987798
5029,0.200721
5584,0.767823
6125,0.989722
6164,0.33722
4318,0.0137631
8902,0.948867
499,0.985865
5761,0.699228
7173,0.205245
3801,0.998385
5726,0.133783
12038,0.427189
3712,0.249448
10348,0.553695
4646,0.509999
9833,0.992639
11876,0.289516
10778,0.127048
11978,0.833798
5596,0.238795
7799,0.757185
6292,0.116779
4467,0.990469
3536,0.119336
4356,0.714313
6664,0.413617
4614,0.00553645
5088,0.00106277
10090,0.0210446
10390,0.998636
2371,0.0291346
11464,0.0875348
8448,0.996131
10334,0.192726
3401,0.965157
2478,0.672637
1767,0.965831
8242,0.186863
5056,0.942836
3263,0.126619
7883,0.114596
1228,0.234418
5718,0.823521
5610,0.969272
6083,0.441285
8822,0.941385
10489,0.185914
10898,0.696072
12202,0.00527908
1326,0.649954
8172,0.806559
609,0.0574359
2632,0.700358
7239,0.0917053
10412,0.0409128
9911,0.664774
5128,0.951934
2789,0.999696
3390,0.0924399
10604,0.30725
3651,0.906773
576,0.173297
7721,0.0107569
2401,0.473571
11650,0.488253
8007,0.917701
10488,0.755048
9376,0.264894
7409,0.0433069
5479,0.972392
3110,0.479392
4296,0.0151551
1210,0.325118
6103,0.874005
9793,0.311658
6986,0.968129
4427,0.207907
3932,0.335317
6411,0.349735
320,0.639187
6254,0.779584
7,0.112417
5713,0.00634054
12368,0.577407
3410,0.916449
3572,0.686615
4223,0.0956651
946,0.272538
10086,0.885356
5481,0.983566
4302,0.997197
9521,0.977189
11927,0.33115
713,0.97506
5289,0.799146
8204,0.0127501
2076,0.374849
7046,0.166563
3058,0.0181028
10853,0.949756
4702,0.517224
4993,0.502626
9479,0.877057
5963,0.275014
3027,0.595133
5658,0.12263
5220,0.976788
9224,0.983977
6637,0.919094
8687,0.110003
1166,0.647251
651,0.786068
1811,0.983083
12002,0.713401
4306,0.130859
1629,0.448403
2771,0.976107
1852,0.26675
6455,0.760971
1809,0.739438
11012,0.810164
10160,0.0248441
11554,0.781843
154,0.00306339
9493,0.532813
7877,0.640838
4691,0.626739
10290,0.544565
992,0.864894
7125,0.700615
6661,0.790408
8282,0.878067
8894,0.00486138
2246,0.835677
4386,0.20215
1943,0.385758
273,0.966793
8771,0.641122
11546,0.915969
12169,0.219553
3760,0.98697
8285,0.856518
2165,0.673965
5676,0.16337
6578,0.0367519
8999,0.211814
5517,0.617914
4649,0.498849
11839,0.0903778
3412,0.0789141
11193,0.502256
5272,0.188102
11289,0.0223413
7915,0.316198
8617,0.205406
991,0.481243
8909,0.427758
6239,0.743301
1158,0.981503
5566,0.181569
10813,0.216529
10212,0.668552
3596,0.549638
10463,0.678724
2964,0.994483
1966,0.260247
8293,0.0203581
489,0.241462
1382,0.962423
11092,0.991866
6866,0.945677
5062,0.989089
8768,0.514257
703,0.165584
238,0.88523
3944,0.138178
8215,0.896134
800,0.988461
8452,0.31341
81,0.18917
8360,0.980176
7093,0.942834
9388,0.760686
9356,0.493202
9018,0.319937
6542,0.99389
9247,0.0666464
8101,0.209148
12085,0.00153787
9201,0.00741733
6937,0.0678886
8108,0.032595
7122,0.0178887
9398,0.33512
5650,0.974899
11820,0.549605
4669,0.506771
10792,0.953523
5697,0.871644
12456,0.920653
11613,0.65233
10671,0.347204
8264,0.384973
8673,0.10654
9246,0.911535
12151,0.119905
1581,0.998692
11944,0.999117
8503,0.943295
4949,0.0822935
3924,0.59625
10123,0.644744
1642,0.502085
1715,0.548039
1148,0.0339651
8507,0.265652
5903,0.0827982
5393,0.214629
8252,0.931833
6761,0.222364
645,0.613477
1926,0.574919
11561,0.573718
4028,0.961432
1963,0.795724
955,0.992408
5155,0.925762
668,0.762706
